,Area Unit,ANZSOC Division,Year,Region,Victimisations
70,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
71,Marlborough Sounds Terrestrial.,Theft and Related Offences,2023,Marlborough Region,1
72,Rapaura.,Theft and Related Offences,2023,Marlborough Region,1
73,Marlborough Sounds Terrestrial.,Acts Intended to Cause Injury,2023,Marlborough Region,2
74,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,1
75,Wairau North.,Acts Intended to Cause Injury,2023,Marlborough Region,1
76,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
77,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,1
78,Marlborough Sounds Terrestrial.,Sexual Assault and Related Offences,2023,Marlborough Region,1
79,Mayfield.,Sexual Assault and Related Offences,2023,Marlborough Region,1
80,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
81,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
82,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
83,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
84,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
85,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
86,Picton.,Theft and Related Offences,2023,Marlborough Region,1
87,Ward.,Theft and Related Offences,2023,Marlborough Region,1
88,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
89,Riverlands.,Theft and Related Offences,2023,Marlborough Region,1
90,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,2
91,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
92,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
93,Whitney.,Sexual Assault and Related Offences,2023,Marlborough Region,1
94,Omaka.,Theft and Related Offences,2023,Marlborough Region,4
95,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
96,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
97,Marlborough Sounds Terrestrial.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
98,Springlands.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
99,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
100,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
101,Blenheim Central.,Sexual Assault and Related Offences,2023,Marlborough Region,1
102,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
103,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
104,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
105,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
106,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
107,Tuamarina.,Acts Intended to Cause Injury,2023,Marlborough Region,1
108,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
109,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
110,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
111,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
112,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
113,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
114,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
115,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
116,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
117,Redwoodtown.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
118,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
119,Redwoodtown.,Acts Intended to Cause Injury,2023,Marlborough Region,1
120,Picton.,Theft and Related Offences,2023,Marlborough Region,1
121,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
122,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
123,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
124,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,1
125,Tuamarina.,Theft and Related Offences,2023,Marlborough Region,1
126,Redwoodtown.,Acts Intended to Cause Injury,2023,Marlborough Region,1
127,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
128,Waikawa.,Acts Intended to Cause Injury,2023,Marlborough Region,1
129,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
130,Riverlands.,Theft and Related Offences,2023,Marlborough Region,1
131,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
132,Waikawa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
133,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
134,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
135,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
136,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
137,Picton.,Theft and Related Offences,2023,Marlborough Region,1
138,Witherlea.,Acts Intended to Cause Injury,2023,Marlborough Region,1
139,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
140,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
141,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
142,Springlands.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
143,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
144,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
145,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
146,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
147,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
148,Witherlea.,Acts Intended to Cause Injury,2023,Marlborough Region,1
149,Wairau South.,Theft and Related Offences,2023,Marlborough Region,1
150,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
151,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
152,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
153,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
154,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
155,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
156,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
157,Picton.,Theft and Related Offences,2023,Marlborough Region,1
158,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
159,Picton.,Theft and Related Offences,2023,Marlborough Region,1
160,Havelock.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
161,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
162,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
163,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
164,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
165,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
166,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
167,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
168,Renwick.,Theft and Related Offences,2023,Marlborough Region,1
169,Waikawa.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
170,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
171,Picton.,Theft and Related Offences,2023,Marlborough Region,1
172,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
173,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
174,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
175,Picton.,Theft and Related Offences,2023,Marlborough Region,1
176,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
177,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
178,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
179,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
180,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
181,Picton.,Theft and Related Offences,2023,Marlborough Region,1
182,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
183,Waikawa.,Theft and Related Offences,2023,Marlborough Region,1
184,Tuamarina.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
185,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
186,Redwoodtown.,Acts Intended to Cause Injury,2023,Marlborough Region,1
187,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
188,Picton.,Theft and Related Offences,2023,Marlborough Region,1
189,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
190,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,1
191,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
192,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
193,Riverlands.,Theft and Related Offences,2023,Marlborough Region,1
194,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
195,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
196,Witherlea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
197,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
198,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
199,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
200,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
201,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
202,Omaka.,Acts Intended to Cause Injury,2023,Marlborough Region,1
203,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
204,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
205,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
206,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
207,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
208,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
209,Witherlea.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
210,Redwoodtown.,Acts Intended to Cause Injury,2023,Marlborough Region,1
211,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
212,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
213,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
214,Mayfield.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
215,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
216,Omaka.,Acts Intended to Cause Injury,2023,Marlborough Region,1
217,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
218,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
219,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
220,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
221,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
222,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
223,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
224,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
225,Picton.,Theft and Related Offences,2023,Marlborough Region,1
226,Omaka.,Acts Intended to Cause Injury,2023,Marlborough Region,1
227,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
228,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,1
229,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
230,Springlands.,"Unlawful Entry With Intent/Burglary, Break and Enter",2023,Marlborough Region,1
231,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
232,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
233,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
234,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
235,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
236,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,2
237,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
238,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
239,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
240,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
241,Picton.,Theft and Related Offences,2023,Marlborough Region,1
242,Marlborough Sounds Terrestrial.,Theft and Related Offences,2023,Marlborough Region,1
243,Marlborough Sounds Coastal Marine.,Theft and Related Offences,2023,Marlborough Region,1
244,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
245,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
246,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
247,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
248,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
249,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
250,Riverlands.,Acts Intended to Cause Injury,2023,Marlborough Region,2
251,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
252,Renwick.,Theft and Related Offences,2023,Marlborough Region,1
253,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
254,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
255,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,2
256,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
257,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
258,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
259,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,2
260,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,2
261,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
262,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
263,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
264,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
265,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
266,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
267,Picton.,Theft and Related Offences,2023,Marlborough Region,1
268,Picton.,Theft and Related Offences,2023,Marlborough Region,1
269,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
270,Redwoodtown.,Acts Intended to Cause Injury,2023,Marlborough Region,1
271,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
272,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
273,Omaka.,Acts Intended to Cause Injury,2023,Marlborough Region,1
274,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
275,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
276,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
277,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
278,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
279,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
280,Omaka.,Theft and Related Offences,2023,Marlborough Region,3
281,Picton.,Theft and Related Offences,2023,Marlborough Region,1
282,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
283,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,2
284,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
285,Witherlea.,Theft and Related Offences,2023,Marlborough Region,1
286,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
287,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
288,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
289,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
290,Tuamarina.,Theft and Related Offences,2023,Marlborough Region,1
291,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
292,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,2
293,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
294,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
295,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
296,Witherlea.,Acts Intended to Cause Injury,2023,Marlborough Region,1
297,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
298,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
299,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
300,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
301,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
302,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
303,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
304,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
305,Picton.,Theft and Related Offences,2023,Marlborough Region,1
306,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
307,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
308,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
309,Picton.,Theft and Related Offences,2023,Marlborough Region,1
310,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
311,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
312,Picton.,Theft and Related Offences,2023,Marlborough Region,1
313,Renwick.,Theft and Related Offences,2023,Marlborough Region,1
314,Picton.,Theft and Related Offences,2023,Marlborough Region,1
315,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
316,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
317,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
318,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
319,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
320,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
321,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
322,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
323,Redwoodtown.,Acts Intended to Cause Injury,2023,Marlborough Region,1
324,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
325,Witherlea.,Theft and Related Offences,2023,Marlborough Region,1
326,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
327,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
328,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
329,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
330,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
331,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
332,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
333,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
334,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
335,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
336,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
337,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
338,Picton.,Theft and Related Offences,2023,Marlborough Region,1
339,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
340,Picton.,Theft and Related Offences,2023,Marlborough Region,1
341,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
342,Whitney.,Theft and Related Offences,2023,Marlborough Region,1
343,Picton.,Theft and Related Offences,2023,Marlborough Region,1
344,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
345,Renwick.,Acts Intended to Cause Injury,2023,Marlborough Region,1
346,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
347,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
348,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
349,Mayfield.,Theft and Related Offences,2023,Marlborough Region,1
350,Picton.,Theft and Related Offences,2023,Marlborough Region,1
351,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
352,Picton.,Theft and Related Offences,2023,Marlborough Region,1
353,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
354,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
355,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
356,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
357,Mayfield.,Theft and Related Offences,2023,Marlborough Region,2
358,Picton.,Theft and Related Offences,2023,Marlborough Region,1
359,Blenheim Central.,Acts Intended to Cause Injury,2023,Marlborough Region,1
360,Marlborough Sounds Terrestrial.,Theft and Related Offences,2023,Marlborough Region,1
361,Woodbourne.,Theft and Related Offences,2023,Marlborough Region,2
362,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
363,Riverlands.,Theft and Related Offences,2023,Marlborough Region,1
364,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
365,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
366,Ward.,Theft and Related Offences,2023,Marlborough Region,2
367,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
368,Picton.,Theft and Related Offences,2023,Marlborough Region,1
369,Picton.,Theft and Related Offences,2023,Marlborough Region,1
370,Weld Pass.,Acts Intended to Cause Injury,2023,Marlborough Region,1
371,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
372,Tuamarina.,Theft and Related Offences,2023,Marlborough Region,1
373,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
374,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
375,Whitney.,Acts Intended to Cause Injury,2023,Marlborough Region,1
376,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
377,Witherlea.,Acts Intended to Cause Injury,2023,Marlborough Region,1
378,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
379,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
380,Picton.,Acts Intended to Cause Injury,2023,Marlborough Region,1
381,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
382,Spring Creek-Grovetown.,Theft and Related Offences,2023,Marlborough Region,1
383,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
384,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
385,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
386,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
387,Marlborough Sounds Terrestrial.,Theft and Related Offences,2023,Marlborough Region,1
388,Picton.,Theft and Related Offences,2023,Marlborough Region,1
389,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
390,Rapaura.,Acts Intended to Cause Injury,2023,Marlborough Region,1
391,Redwoodtown.,Theft and Related Offences,2023,Marlborough Region,1
392,Tuamarina.,Theft and Related Offences,2023,Marlborough Region,1
393,Fairhall.,Theft and Related Offences,2023,Marlborough Region,1
394,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
395,Mayfield.,Acts Intended to Cause Injury,2023,Marlborough Region,1
396,Picton.,Theft and Related Offences,2023,Marlborough Region,1
397,Omaka.,Theft and Related Offences,2023,Marlborough Region,1
398,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
399,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
400,Springlands.,Acts Intended to Cause Injury,2023,Marlborough Region,1
401,Blenheim Central.,Theft and Related Offences,2023,Marlborough Region,1
402,Springlands.,Theft and Related Offences,2023,Marlborough Region,1
403,Renwick.,Theft and Related Offences,2023,Marlborough Region,1
